メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
テスラ,モデル３ 4WD,2021,ＣＡＴ,42,3L23,5 - すごくきれい,205 ～ 209,2025年07月,,,8.3,グレー,000 AC NV TV SR 革,,,,,
テスラ,ロードスター 5D 4WD,2023,ＣＡＴ,28,YL3YPT,5 - すごくきれい,320 ～ 325,2025年07月,パフォーマンス,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＡＴ,30,3L23T,5 - すごくきれい,226 ～ 231,2025年07月,,,9.4,白,000 NV TV AW 革,,,,,
テスラ,モデルＹ 5D 2WD,2024,ＡＴ,6,YL1YT,3 - 普通,255 ～ 257,2025年07月,ＲＷＤ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＣＡＴ,28,YL3YPT,5 - すごくきれい,321 ～ 324,2025年07月,パフォーマンス,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2017,ＡＴ,34,5 - すごくきれい,173 ～ 177,nan,2025年07月,75,,,シルバー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,31,YL1YT,5 - すごくきれい,256 ～ 262,2025年07月,,,7.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2022,ＣＡＴ,22,3L13T,4 - きれい,219 ～ 222,2025年07月,ＲＷＤ,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2019,ＡＴ,50,5 - すごくきれい,330 ～ 333,nan,2025年07月,１００Ｄ,,8.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2018,ＣＡＴ,68,5 - すごくきれい,340 ～ 345,nan,2025年07月,Ｐ１００Ｄ,,7.8,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,65,3L23,5 - すごくきれい,162 ～ 164,2025年07月,,,,赤,000 AC NV TV AW 革,,,,,
テスラ,ロードスター 2WD,2022,ＡＴ,36,YL1YT,5 - すごくきれい,256 ～ 261,2025年07月,,,7.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,87,3L23,5 - すごくきれい,165 ～ 168,2025年07月,,,,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,46,3L23B,5 - すごくきれい,197 ～ 202,2025年07月,ロングレンジ,,,パール,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 2WD,2023,ＡＴ,16,3L13T,5 - すごくきれい,218 ～ 222,2025年07月,ＲＷＤ,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2020,ＣＡＴ,19,3L23P,5 - すごくきれい,212 ～ 216,2025年07月,パフォーマンス,,7.10,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,21,YL1YT,5 - すごくきれい,264 ～ 267,2025年07月,,,7.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＡＴ,25,YL1YT,5 - すごくきれい,263 ～ 268,2025年07月,,,7.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,30,3L13,5 - すごくきれい,199 ～ 204,2025年07月,スタンダードレンジプラス,,8.11,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2017,ＣＡＴ,82,5 - すごくきれい,277 ～ 281,nan,2025年07月,パールII,,8.4,,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,46,3L13,5 - すごくきれい,167 ～ 169,2025年07月,スタンダードレンジプラス,,8.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,30,3L13B,5 - すごくきれい,211 ～ 216,2025年07月,スタンダードレンジプラス,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,34,YL3YPT,5 - すごくきれい,308 ～ 312,2025年07月,パフォーマンス,,7.8,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＣＡＴ,21,YL1YT,5 - すごくきれい,268 ～ 272,2025年07月,,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,39,YL3YPT,5 - すごくきれい,308 ～ 312,2025年07月,パフォーマンス,,8.2,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＣＡＴ,85,5 - すごくきれい,207 ～ 211,nan,2025年07月,１００Ｄ,,9.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,52,YL3YPT,5 - すごくきれい,272 ～ 275,2025年07月,パフォーマンス,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2017,ＣＡＴ,50,4 - きれい,286 ～ 289,nan,2025年07月,Ｐ１００Ｄ,,8.8,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＣＡＴ,10,3L13T,5 - すごくきれい,213 ～ 218,2025年07月,,,,赤,000 AC SR,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,51,YL3YPT,5 - すごくきれい,271 ～ 275,2025年07月,パフォーマンス,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2019,ＡＴ,45,3L13,4 - きれい,150 ～ 152,2025年07月,スタンダードレンジプラス,,,シルバー,000 AC,,,,,
テスラ,モデルＳ 5D 2WD,2017,ＣＡＴ,51,-1 - 修復歴あり,121 ～ 126,nan,2025年07月,７５Ｄ,,8.9,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,24,YL1YT,5 - すごくきれい,267 ～ 270,2025年07月,,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＡＴ,11,3L23T,4 - きれい,215 ～ 217,2025年07月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＣＡＴ,58,3L23,4 - きれい,167 ～ 171,2025年07月,,,,紺,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＡＴ,26,3L13,5 - すごくきれい,188 ～ 192,2025年07月,スタンダードレンジプラス,,,白,000 AC NV TV AW SR,,,,,
テスラ,モデル３ 4WD,2022,ＡＴ,22,3L23T,5 - すごくきれい,223 ～ 227,2025年07月,,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,43,3L13B,4 - きれい,184 ～ 187,2025年07月,スタンダードプラス,,8.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,28,YL3YPT,4 - きれい,288 ～ 292,2025年07月,パフォーマンス,,,黒,000 AC NV TV AW,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,26,YL3YPT,4 - きれい,287 ～ 291,2025年07月,パフォーマンス,,,黒,000 AC NV TV AW,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,46,3L23B,5 - すごくきれい,189 ～ 195,2025年07月,ロングレンジ,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2019,ＡＴ,91,5 - すごくきれい,225 ～ 229,nan,2025年07月,７５Ｄ,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,51,3L23,4 - きれい,196 ～ 200,2025年07月,,,,黒,000 AC NV TV AW,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,53,3L23,5 - すごくきれい,192 ～ 194,2025年07月,,,,パール,000 AC NV TV AW,,,,,
テスラ,モデル３ 5D 4WD,2024,ＡＴ,18,3L23T,5 - すごくきれい,353 ～ 358,2025年07月,ロングレンジ ＡＷＤ,,9.7,赤,000 AC,,,,,
テスラ,ロードスター 2WD,2022,ＣＡＴ,29,YL1YT,5 - すごくきれい,269 ～ 272,2025年07月,,,7.12,パール,000 AC NV TV AW,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,46,3L23B,5 - すごくきれい,215 ～ 218,2025年07月,ロングレンジ,,8.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2021,ＣＡＴ,55,3L13,5 - すごくきれい,156 ～ 161,2025年07月,,,8.2,パール,000 AC 革,,,,,
テスラ,モデル３ 2WD,2023,ＣＡＴ,22,3L13T,5 - すごくきれい,224 ～ 229,2025年07月,,,8.5,白,000 AC 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,25,YL1YT,5 - すごくきれい,270 ～ 272,2025年07月,,,7.8,パール,000 AC NV TV AW,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,63,3L23,3 - 普通,173 ～ 178,2025年07月,ロングレンジ ＡＷＤ,,8.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2023,ＣＡＴ,17,3L13T,4 - きれい,217 ～ 222,2025年07月,,,7.12,黒,000 AC 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,17,YL3YPT,5 - すごくきれい,326 ～ 329,2025年07月,パフォーマンス,,7.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2022,ＡＴ,35,YL1YT,5 - すごくきれい,268 ～ 273,2025年07月,ＲＷＤ,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,19,YL3YPT,5 - すごくきれい,326 ～ 332,2025年07月,パフォーマンス,,7.9,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,25,3L23B,5 - すごくきれい,214 ～ 219,2025年07月,ロングレンジ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 2WD,2023,ＣＡＴ,18,YL1YT,5 - すごくきれい,282 ～ 286,2025年07月,ＲＷＤ,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,19,YL3YPT,5 - すごくきれい,326 ～ 332,2025年07月,パフォーマンス,,8.2,黒,000 AC NV TV AW 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,18,YL1YT,5 - すごくきれい,280 ～ 285,2025年07月,ＲＷＤ,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＡＴ,48,5 - すごくきれい,272 ～ 275,nan,2025年07月,Ｐ１００Ｄ,,7.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＡＴ,83,3L13,5 - すごくきれい,127 ～ 129,2025年07月,スタンダードプラス,,7.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＣＡＴ,108,4 - きれい,221 ～ 225,nan,2025年07月,Ｐ１００Ｄ,,8.2,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 2WD,2022,ＡＴ,34,YL1YT,5 - すごくきれい,270 ～ 272,2025年07月,ＲＷＤ,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 2WD,2015,ＡＴ,140,SL1SA,4 - きれい,136 ～ 138,2025年07月,,,7.11,シルバー,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,18,YL3YPT,5 - すごくきれい,325 ～ 329,2025年07月,パフォーマンス,,8.2,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＡＴ,26,3L23T,5 - すごくきれい,221 ～ 226,2025年07月,,,9.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,20,3L23,5 - すごくきれい,209 ～ 214,2025年07月,,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,51,YL3YPT,5 - すごくきれい,282 ～ 285,2025年07月,パフォーマンス,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2019,ＣＡＴ,102,3L23,4 - きれい,144 ～ 149,2025年07月,,,9.2,黒,000 AC SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,18,3L13,5 - すごくきれい,227 ～ 230,2025年07月,スタンダードレンジプラス,,8.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＡＴ,21,3L23P,5 - すごくきれい,222 ～ 228,2025年07月,パフォーマンス,,9.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,25,3L23,5 - すごくきれい,247 ～ 250,2025年07月,,,8.4,白,000 AC NV TV 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,50,YL3YPT,5 - すごくきれい,281 ～ 285,2025年07月,パフォーマンス,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,47,YL1YT,5 - すごくきれい,265 ～ 271,2025年07月,,,7.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,28,3L13,5 - すごくきれい,187 ～ 190,2025年07月,スタンダードレンジプラス,,8.9,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＣＡＴ,48,YL1YT,5 - すごくきれい,265 ～ 271,2025年07月,,,7.9,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＣＡＴ,23,3L23,5 - すごくきれい,194 ～ 199,2025年07月,,,8.11,白,000 AC NV TV AW 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＡＴ,85,4 - きれい,150 ～ 154,nan,2025年07月,７５Ｄ,,9.3,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,34,3L23,5 - すごくきれい,200 ～ 202,2025年07月,,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＡＴ,45,3L13,5 - すごくきれい,146 ～ 150,2025年07月,スタンダードレンジプラス,,,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2017,ＣＡＴ,104,4 - きれい,214 ～ 219,nan,2025年07月,７５Ｄ,,8.2,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,33,3L23B,5 - すごくきれい,205 ～ 210,2025年07月,ロングレンジ,,8.8,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＡＴ,39,3L23,5 - すごくきれい,199 ～ 202,2025年07月,,,7.7,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＣＡＴ,99,3L23,5 - すごくきれい,147 ～ 151,2025年07月,,,,パール,000 AC AW SR 革,,,,,
テスラ,ロードスター 4WD,2023,ＡＴ,26,YL3YT,5 - すごくきれい,333 ～ 338,2025年07月,,,8.4,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,14,YL1YT,5 - すごくきれい,272 ～ 274,2025年07月,ＲＷＤ,,8.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,24,YL1YT,4 - きれい,251 ～ 253,2025年07月,,,,パール,000 AC NV TV AW 革,,,,,
テスラ,モデルＹ 4WD,2023,ＡＴ,22,YL3YT,5 - すごくきれい,334 ～ 337,2025年07月,,,8.8,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＡＴ,20,YL1YT,4 - きれい,251 ～ 253,2025年07月,,,,パール,000 AC NV TV AW 革,,,,,
テスラ,モデルＸ 4WD,2020,ＡＴ,8,5 - すごくきれい,535 ～ 538,nan,2025年07月,,,9.3,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,29,3L23B,5 - すごくきれい,212 ～ 216,2025年07月,ロングレンジ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,16,3L23T,5 - すごくきれい,228 ～ 234,2025年07月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 2WD,2023,ＣＡＴ,10,YL1YT,5 - すごくきれい,271 ～ 274,2025年07月,ＲＷＤ,,8.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,31,3L23B,5 - すごくきれい,209 ～ 213,2025年07月,ロングレンジ,,8.10,赤,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＡＴ,74,3L23P,3 - 普通,159 ～ 164,2025年07月,パフォーマンス,,8.4,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,50,3L13B,5 - すごくきれい,195 ～ 199,2025年07月,スタンダードレンジプラス,,8.9,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,97,3L13B,4 - きれい,140 ～ 144,2025年07月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 4WD,2024,ＡＴ,13,YL3YT,5 - すごくきれい,323 ～ 326,2025年07月,,,9.4,パール,000 AC NV TV AW 革,,,,,
テスラ,モデルＹ 5D 2WD,2022,ＣＡＴ,20,YL1YT,5 - すごくきれい,303 ～ 306,2025年07月,ベースグレード,,,パール,000 AC SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,42,3L23,5 - すごくきれい,205 ～ 210,2025年07月,,,8.3,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,115,3L23,4 - きれい,155 ～ 157,2025年07月,,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 2WD,2022,ＣＡＴ,25,YL1YT,5 - すごくきれい,304 ～ 308,2025年07月,ベースグレード,,,パール,000 AC SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,26,3L23T,5 - すごくきれい,224 ～ 228,2025年07月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 4WD,2019,ＡＴ,117,4 - きれい,140 ～ 146,nan,2025年07月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＡＴ,32,YL3YPT,5 - すごくきれい,329 ～ 335,2025年07月,パフォーマンス,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,51,3L23,5 - すごくきれい,180 ～ 183,2025年07月,,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 4WD,2024,ＡＴ,15,YL3YT,5 - すごくきれい,322 ～ 327,2025年07月,,,8.12,パール,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,46,3L23,5 - すごくきれい,201 ～ 204,2025年07月,,,8.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2023,ＡＴ,31,YL3YPT,5 - すごくきれい,331 ～ 334,2025年07月,パフォーマンス,,8.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,8,3L23,5 - すごくきれい,210 ～ 212,2025年07月,,,8.8,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,33,YL1YT,5 - すごくきれい,257 ～ 262,2025年07月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＡＴ,29,YL1YT,5 - すごくきれい,259 ～ 262,2025年07月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2019,ＡＴ,128,3L23,4 - きれい,122 ～ 126,2025年07月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,57,3L23T,5 - すごくきれい,202 ～ 206,2025年07月,,,9.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2020,ＡＴ,19,3L23P,5 - すごくきれい,214 ～ 220,2025年07月,パフォーマンス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,28,3L13,5 - すごくきれい,187 ～ 192,2025年07月,スタンダードレンジプラス,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,65,3L23,5 - すごくきれい,188 ～ 192,2025年07月,,,8.2,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＡＴ,24,3L23P,5 - すごくきれい,208 ～ 211,2025年06月,パフォーマンス,,7.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,26,3L23,5 - すごくきれい,219 ～ 222,2025年06月,,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2021,ＣＡＴ,34,3L13,5 - すごくきれい,189 ～ 193,2025年06月,,,,,000 AC NV TV SR 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＣＡＴ,42,3L23P,5 - すごくきれい,189 ～ 194,2025年06月,パフォーマンス,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＣＡＴ,52,3L13,5 - すごくきれい,166 ～ 170,2025年06月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR,,,,,
テスラ,モデルＹ 4WD,2024,ＣＡＴ,11,YL3YPT,5 - すごくきれい,390 ～ 392,2025年06月,,,8.12,パール,000 AC SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＣＡＴ,73,5 - すごくきれい,223 ～ 227,nan,2025年06月,１００Ｄ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＡＴ,71,3L13,5 - すごくきれい,149 ～ 153,2025年06月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,87,3L23,5 - すごくきれい,170 ～ 174,2025年06月,,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,38,3L13,5 - すごくきれい,199 ～ 202,2025年06月,スタンダードレンジプラス,,8.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 4WD,2024,ＣＡＴ,9,YL3YPT,5 - すごくきれい,388 ～ 394,2025年06月,,,9.3,パール,000 AC SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,41,3L23B,5 - すごくきれい,207 ～ 213,2025年06月,ロングレンジ,,8.9,,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,64,3L23B,5 - すごくきれい,190 ～ 194,2025年06月,ロングレンジ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 2WD,2023,ＡＴ,4,YL1YT,5 - すごくきれい,329 ～ 332,2025年06月,ＲＷＤ,,8.5,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＣＡＴ,16,3L13T,5 - すごくきれい,217 ～ 221,2025年06月,,,7.9,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,62,3L13,5 - すごくきれい,159 ～ 161,2025年06月,スタンダードレンジプラス,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＡＴ,23,YL3YPT,5 - すごくきれい,321 ～ 326,2025年06月,パフォーマンス,,8.5,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＡＴ,1,YL1YT,5 - すごくきれい,327 ～ 331,2025年06月,ＲＷＤ,,8.5,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,13,3L23B,-1 - 修復歴あり,197 ～ 200,2025年06月,ロングレンジ,,8.5,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2023,ＡＴ,24,YL3YPT,5 - すごくきれい,323 ～ 326,2025年06月,パフォーマンス,,8.5,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,48,3L23,5 - すごくきれい,217 ～ 220,2025年06月,,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,52,3L23,5 - すごくきれい,215 ～ 219,2025年06月,,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2017,ＡＴ,46,5 - すごくきれい,368 ～ 373,nan,2025年06月,９０Ｄ,,9.3,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,31,YL1YT,5 - すごくきれい,272 ～ 275,2025年06月,,,8.1,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＡＴ,32,YL1YT,5 - すごくきれい,271 ～ 276,2025年06月,,,7.12,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,31,YL1YT,5 - すごくきれい,272 ～ 275,2025年06月,,,7.11,白,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 5D 4WD,2022,ＡＴ,9,YL3YPT,5 - すごくきれい,348 ～ 352,2025年06月,パフォーマンス,,7.10,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,14,YL1YT,5 - すごくきれい,289 ～ 294,2025年06月,,,,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,11,3L23T,5 - すごくきれい,255 ～ 259,2025年06月,,,7.9,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,23,3L23,5 - すごくきれい,226 ～ 229,2025年06月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2018,ＡＴ,19,4 - きれい,177 ～ 181,nan,2025年06月,７５Ｄ,,7.6,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,24,3L23,5 - すごくきれい,227 ～ 230,2025年06月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2018,ＡＴ,85,4 - きれい,150 ～ 154,nan,2025年06月,７５Ｄ,,7.5,赤,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,45,3L13,5 - すごくきれい,186 ～ 192,2025年06月,スタンダードレンジプラス,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,39,YL1YT,4 - きれい,250 ～ 254,2025年06月,,,7.7,シルバー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,21,YL3YPT,5 - すごくきれい,338 ～ 341,2025年06月,パフォーマンス,,8.1,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2024,ＡＴ,6,3L24PT,5 - すごくきれい,423 ～ 426,2025年06月,,,9.9,グレー,000 AC NV TV AW SR 革,,,,,
